Each record represents a work of art that was painted by one of the artists in this database and is displayed in one of the museums in this database.  ,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOwzF6ydDZFQflMt7U6VdBjwbj08C02gyESoFjOJ_JW5UBA26gYV8eGwWk51y4h3lH52A35yov7qWN/pub?gid=250719604&single=true&output=csv,"{""top"":10,""left"":116}
",,,,
8279,Weaning the Calf,35,794,American Art,24,16
17430,Black-Backed Three-Toed Woodpecker,46,565,Naturalism,16,20
17564,Orchard Oriole,46,565,Naturalism,16,20
17566,Osprey and Weakfish,46,565,Naturalism,16,24
17666,Blue Morning,46,533,American Art,44,34
17672,Cliff Dwellers,60,533,American Art,24,24
17676,Club Night,46,533,American Art,24,19
17694,Five Cows,35,533,American Art,20,16
17710,Julie Hudson,35,533,American Art,18,24
17714,Love of Winter,68,533,American Art,20,16
17720,Mrs. Chester Dale,35,533,American Art,20,20
17724,New York,46,533,American Art,24,16
17728,"Ox Team, Wharf at Matinicus",35,533,American Art,24,19
17746,Stag Night at Sharkey's,53,533,American Art,24,19
17758,The Lone Tenement,46,533,American Art,20,16
17760,"The Red Vine, Matinicus Island, Maine",35,533,American Art,20,16
17766,Up the Hudson,35,533,American Art,20,16
17778,Count Robert de Montesquiou-Fezensac,49,744,Realism,13,20
17832,The Dispatch Bearer,35,744,Realism,19,24
17844,Approaching Storm,68,517,Impressionism,24,16
17850,Beach at Etretat,67,517,Impressionism,24,16
17852,Beach at Trouville,47,517,Impressionism,24,16
17854,Beach at Trouville,67,517,Impressionism,24,16
17858,Beach Scene at Trouville,46,517,Impressionism,24,16
17860,"Beach Scene, Trouville",47,517,Impressionism,32,16
17862,"Beach Scene, Trouville",47,517,Impressionism,32,16
17864,"Beaulieu, The Bay of Fourmis",35,517,Impressionism,24,16
17872,Boats in Trouville Harbor,67,517,Impressionism,20,16
17876,Brussels Harbour,47,517,Impressionism,24,16
17880,"Camaret, Le Toulinguet",67,517,Impressionism,24,16
17888,"Deauville, Flag-Decked Ships in the Inner Harbor",67,517,Impressionism,24,19
17890,Deauville Harbour,47,517,Impressionism,20,13
17900,"Deauville, the Terrace",67,517,Impressionism,24,16
17906,"Etaples, The Edges of the Canche",67,517,Impressionism,24,16
17910,"Etretat, The Cliff of Aval",56,517,Impressionism,24,16
17912,Figures on the Beach at Trouville,56,517,Impressionism,24,16
17926,Laundresses by a Stream,47,517,Impressionism,20,16
17942,"Cape Town, Antibes",67,517,Impressionism,24,16
17948,Camfrout Brittany Hospital,47,517,Impressionism,32,16
17956,On the Beach at Trouville,35,517,Impressionism,24,16
17958,"On the Beach, Dieppe",35,517,Impressionism,20,20
17960,"On the Beach, Sunset",35,517,Impressionism,24,16
17962,"On the Beach, Trouville",46,517,Impressionism,24,16
17970,Princess Pauline Metternich,35,517,Impressionism,16,20
17972,Return of the Terre-Neuvier,46,517,Impressionism,24,16
17988,The Bay of Fourmis,35,517,Impressionism,24,16
17992,The Beach at Tourgeville Les Sablons,47,517,Impressionism,24,16
17994,The Beach at Trouville,49,517,Impressionism,24,16
18000,The Entrance to Trouville Harbour,47,517,Impressionism,20,16
18008,The River Touques at Saint-Arnoult,56,517,Impressionism,24,16
18012,The Trawlers,46,517,Impressionism,24,16
18030,"Venice, The Grand Canal",56,517,Impressionism,24,16
18032,View of Trouville,67,517,Impressionism,24,16
18064,Floor Scrapers,49,829,Impressionism,20,16
18102,"Paris Street, Rainy Weather",68,829,Impressionism,20,16
18104,Perissoires,46,829,Impressionism,20,16
18112,Portrait of a Man,53,829,Impressionism,24,30
18114,Portrait of Henri Cordier,49,829,Impressionism,20,16
18120,Portrait of the Bookseller E. J. Fontaine,47,829,Impressionism,20,16
18130,Rooftops Under Snow,49,829,Impressionism,20,16
18136,Sailing Boats at Argenteuil,49,829,Impressionism,19,24
18142,Self-Portrait,49,829,Impressionism,16,20
18150,The Argenteuil Bridge and the Seine,46,829,Impressionism,24,19
18200,A Woman and a Girl Driving,67,513,Impressionism,24,16
18202,Augusta Sewing Before a Window,35,513,Impressionism,16,20
18212,Child in a Straw Hat,46,513,Impressionism,19,26
18216,Children Playing on the Beach,46,513,Impressionism,29,38
18220,Denise at Her Dressing Table,35,513,Impressionism,27,33
18230,Girl Arranging Her Hair,46,513,Impressionism,25,30
18232,In the Loge,67,513,Impressionism,20,16
18234,In the Loge,42,513,Impressionism,26,32
18242,Lady at the Tea Table,35,513,Impressionism,24,29
18246,Lilacs in a Window (Vase de Lilas a la Fenetre),35,513,Impressionism,20,24
18248,Lydia Crocheting in the Garden at Marly,35,513,Impressionism,36,26
18252,Mary Ellison Embroidering,67,513,Impressionism,16,20
18254,Maternal Caressmending,67,513,Impressionism,24,16
18256,Mother About to Wash Her Sleepy Child,60,513,Impressionism,16,24
18260,Mother and Child (Baby Getting Up from His Nap),35,513,Impressionism,29,37
18264,Mother and Child (The Oval Mirror),35,513,Impressionism,26,32
18266,Mother and Child with a Rose Scarf,35,513,Impressionism,16,20
18278,Portrait of a Lady (Miss Mary Ellison),46,513,Impressionism,16,20
18284,Little Girl in a Blue Armchair,46,513,Impressionism,51,35
18286,Portrait of a Young Girl,35,513,Impressionism,16,20
18288,Portrait of Alexander J. Cassatt and His Son,67,513,Impressionism,16,20
18294,"Reverie, Woman with a Red Zinnia",46,513,Impressionism,16,20
18296,Portrait of the Artist,35,513,Impressionism,16,24
18298,"Spring, Margot Standing in a Garden",35,513,Impressionism,16,20
18306,Five O'Clock Tea,42,513,Impressionism,36,26
18308,The Boating Party,46,513,Impressionism,46,36
18312,The Child's Bath,68,513,Impressionism,16,24
18314,The Cup of Tea,35,513,Impressionism,26,36
18316,The Loge,46,513,Impressionism,25,32
18318,The Mirror,46,513,Impressionism,16,20
18322,Toreador,68,513,Impressionism,16,20
18328,Woman Reading in a Garden,68,513,Impressionism,16,24
18332,Woman with a Pearl Necklace in a Loge,67,513,Impressionism,13,20
18336,Young Mother Sewing,35,513,Impressionism,29,36
18340,Young Woman in the Garden,49,513,Impressionism,16,24
18358,At the Seaside,35,589,Impressionism,24,16
18378,Edward Guthrie Kennedy,35,589,Impressionism,16,20
18382,For the Little One,35,589,Impressionism,19,24
18416,"Pink Azalea, Chinese Vase",35,589,Impressionism,16,24
18426,Portrait of Miss Dora Wheeler,53,589,Impressionism,24,24
18428,Portrait of Mrs. C Shawl,67,589,Impressionism,16,24
18438,Roland,35,589,Impressionism,16,20
18446,Still Life Fish,35,589,Impressionism,20,20
18484,"Wind Swept Sands, Shinnecock, Long Island",68,589,Impressionism,20,16
18489,A View Near Tivoli (Morning),35,515,American Landscape,46,30
18491,A View of the Mountain Pass,35,515,American Landscape,46,30
18501,Il Penseroso,60,515,American Landscape,30,20
18505,L'Allegro,60,515,American Landscape,30,20
18519,The Mountain Ford,35,515,American Landscape,46,30
18525,The Subsiding of the Waters of the Deluge,35,515,American Landscape,36,29
18527,The Titan's Goblet,35,515,American Landscape,29,36
18529,"The Voyage of Life, Manhood",46,515,American Landscape,24,16
18531,"The Voyage of Life, Youth",46,515,American Landscape,30,20
18535,"View on the Catskill, Early Autumn",35,515,American Landscape,46,30
18537,A Flood,47,916,Romanticism,20,16
18539,A Peasant Woman,47,916,Romanticism,20,20
18543,"A Village Steeet, Dardagny",35,916,Romanticism,16,24
18545,A Wagon in the Plains of Artois,47,916,Romanticism,20,16
18547,A Woman Gathering Faggots at Ville-d'Avray,35,916,Romanticism,16,20
18549,Agostina,46,916,Romanticism,24,36
18553,Aqueduct,67,916,Romanticism,32,16
18557,Avignon from the West,47,916,Romanticism,24,12
18559,Bacchante by the Sea,35,916,Romanticism,24,16
18567,Breton Women at the Fountain,40,916,Romanticism,24,16
18571,Chartres Cathedral,40,916,Romanticism,16,20
18573,Cow in a Stable,35,916,Romanticism,20,16
18579,Cows in a Marshy Landscape,47,916,Romanticism,20,13
18583,"Dardagny, Morning",47,916,Romanticism,24,16
18585,Diana and Actaeon (Diana Surprised in Her Bath),35,916,Romanticism,29,36
18587,Edge of Lake Nemi,67,916,Romanticism,24,16
18589,Evening on the Lake,47,916,Romanticism,24,16
18593,"Fontainebleau, Oak Trees at Bas-Breau",35,916,Romanticism,20,16
18597,Gypsy Girl at a Fountain,67,916,Romanticism,24,36
18599,Hagar in the Wilderness,35,916,Romanticism,24,16
18601,"Honfleur, Calvary",35,916,Romanticism,20,16
18605,House and Factory of Monsieur Henry,67,916,Romanticism,20,16
18607,Houses Near Orleans,55,916,Romanticism,24,16
18611,Interrupted Reading,68,916,Romanticism,24,36
18613,"Italian Landscape (Site d'Italie, Soleil Levant)",55,916,Romanticism,24,16
18615,"La Cervara, the Roman Countryside",53,916,Romanticism,24,16
18617,Landscape at Arleux-du-Nord,47,916,Romanticism,20,16
18619,Landscape with Lake and Boatman,55,916,Romanticism,24,16
18623,Monsieur Pivot on Horseback,47,916,Romanticism,16,20
18625,Mother and Child,35,916,Romanticism,24,36
18627,Mother and Child on a Beach,67,916,Romanticism,30,24
18629,Mother Protecting Her Child,67,916,Romanticism,24,36
18631,Mountain Landscape,35,916,Romanticism,24,16
18633,"Old Bridge at Limay, on the Seine",60,916,Romanticism,30,24
18641,Peasants Under the Trees at Dawn,47,916,Romanticism,24,16
18645,Pollard Willows,67,916,Romanticism,24,16
18653,Portrait of a Child,35,916,Romanticism,16,24
18659,Reverie,35,916,Romanticism,24,36
18661,River with a Distant Tower,35,916,Romanticism,24,16
18663,Seascape with Figures on Cliffs,47,916,Romanticism,24,16
18665,Sibylle,35,916,Romanticism,24,30
18669,Souvenir of Mortefontaine,40,916,Romanticism,24,16
18671,Souvenir of a Journey to Coubron,47,916,Romanticism,20,13
18675,Souvenir of Palluel,47,916,Romanticism,20,16
18679,Summer Morning,47,916,Romanticism,24,16
18681,The Banks of the Seine at Conflans,35,916,Romanticism,20,16
18683,The Belfry of Douai,40,916,Romanticism,16,20
18689,The Burning of Sodom,35,916,Romanticism,32,16
18691,The Curious Little Girl,35,916,Romanticism,16,24
18693,The Environs of Paris,35,916,Romanticism,24,16
18695,The Ferryman,35,916,Romanticism,16,20
18697,The Leaning Tree Trunk,47,916,Romanticism,20,16
18699,The Letter,35,916,Romanticism,24,36
18703,"The Muse, History",35,916,Romanticism,24,30
18705,The Oak in the Valley,47,916,Romanticism,20,16
18707,"The Roman Campagna, with the Claudian Aqueduct",31,916,Romanticism,20,13
18709,The Seine Near Rouen,47,916,Romanticism,20,13
18711,The Sin-le-Noble Road Near Douai,40,916,Romanticism,20,16
18713,The Valley,40,916,Romanticism,16,20
18715,The Wagon (Souvenir of Saintry),47,916,Romanticism,20,16
18717,The Wood Gatherer,47,916,Romanticism,20,13
18719,Toussaint Lemaistre,35,916,Romanticism,16,20
18723,"Under Trees, Marcoussy",67,916,Romanticism,16,20
18727,View in Holland,67,916,Romanticism,20,16
18729,View of Genzano,35,916,Romanticism,24,16
18731,View of Genzano with a Rider and Peasant,35,916,Romanticism,24,16
18733,Ville-d'Avray,31,916,Romanticism,24,16
18735,Ville d'Avray,35,916,Romanticism,20,20
18739,"Wall, Cotes-du-Nord, Brittany",67,916,Romanticism,24,16
18741,Waterfall at Terni,35,916,Romanticism,20,16
18745,Woman in Blue,40,916,Romanticism,16,24
18749,Woman Reading in a Landscape,35,916,Romanticism,16,24
18751,Woman with a Pearl,40,916,Romanticism,16,24
18755,Wooded Path Near Ville d'Avray,67,916,Romanticism,20,16
18761,Crucifixion (Corpus Hypercubicus),35,876,Surrealism,16,24
18769,Gradiva Finds the Anthropomorphic Ruins,56,876,Surrealism,16,20
18771,Illumined Pleasures,30,876,Surrealism,24,16
18801,The Metamorphosis of Narcissus,62,876,Surrealism,30,20
18803,The Persistence of Memory,30,876,Surrealism,20,16
18805,The Sacrament of the Last Supper,46,876,Surrealism,36,24
18809,The Temptation of Saint Anthony,62,876,Surrealism,24,16
18811,A May Morning in the Park,67,883,Realism,24,16
18813,Arcadia,35,883,Realism,20,16
18815,Baby at Play,46,883,Realism,24,16
18817,Between Rounds,67,883,Realism,29,36
18819,Courtship,46,883,Realism,24,19
18821,Cowboy Singing,67,883,Realism,16,20
18827,Home Ranch,67,883,Realism,16,20
18829,Portrait of Margaret in Skating Costume,67,883,Realism,16,20
18831,Portrait of Mary Adeline Williams,67,883,Realism,16,20
18835,Mending the Net,67,883,Realism,24,16
18837,Mrs. Mary Arthur,35,883,Realism,16,20
18841,Portrait of a Little Girl,67,883,Realism,16,20
18865,Portrait of Mrs. Frank Hamilton Cushing,67,883,Realism,16,20
18871,Portrait of Walt Whitman,67,883,Realism,16,20
18883,Pushing for Rail,35,883,Realism,32,16
18887,Sailboats Racing on the Delaware,67,883,Realism,24,16
18889,Sailing,67,883,Realism,24,16
18895,Signora Gomez d'Arza,35,883,Realism,16,20
18905,The Artist's Wife and His Setter Dog,35,883,Realism,16,20
18907,The Biglin Brothers Racing,46,883,Realism,20,13
18913,The Chess Players,35,883,Realism,24,16
18915,The Concert Singer,67,883,Realism,16,24
18917,The Crucifixion,67,883,Realism,16,24
18923,"The Oboe Player, Portrait of Benjamin Sharp",67,883,Realism,16,24
18925,The Pair Oared Shell,67,883,Realism,24,16
18927,The Portrait of Miss Helen Parker,67,883,Realism,16,24
18929,The Red Shawl,67,883,Realism,16,20
18931,"The Thinker, Portrait of Louis N. Kenton",35,883,Realism,16,32
18933,The Writing Master (Benjamin Eakins),35,883,Realism,20,16
18935,Wrestlers,60,883,Realism,30,24
18941,View of Toledo,35,553,Renaissance,30,30
18943,An Elderly Gentleman,50,553,Renaissance,24,24
18945,Antonio de Covarrubias,40,553,Renaissance,20,24
18961,Cardinal Fernando Nino de Guevara,35,553,Renaissance,20,30
18963,Christ as Saviour,47,553,Renaissance,19,24
18965,Christ Carrying the Cross,35,553,Renaissance,20,30
18969,Christ Healing the Blind,35,553,Renaissance,36,29
18971,Christ on the Cross,55,553,Renaissance,16,24
18981,Laocoon,46,553,Renaissance,30,24
18985,Nobleman with His Hand on His Chest,50,553,Renaissance,19,24
18993,Portrait of the Poet Alonso Ercilla Y Zuniga,34,553,Renaissance,20,20
18995,Retrato de un Medico,50,553,Renaissance,19,24
19005,Saint Francis Meditating,50,553,Renaissance,24,36
19009,Saint Jerome as a Scholar,35,553,Renaissance,19,24
19017,"Saint Louis, King of France, with a Page",40,553,Renaissance,19,24
19019,Saint Martin and the Beggar,46,553,Renaissance,24,48
19039,The Adoration of the Shepherds,35,553,Renaissance,30,46
19045,The Annunciation,56,553,Renaissance,24,36
19051,The Annunciation,50,553,Renaissance,16,24
19057,The Crucifixion with Two Donors,40,553,Renaissance,24,36
19067,The Holy Family with Saint Mary Magdalen,53,553,Renaissance,29,36
19079,The Holy Trinity,50,553,Renaissance,24,36
19089,The Vision of Saint John,35,553,Renaissance,30,30
19093,A Walk at Dusk,55,588,Romanticism,20,16
19101,Easter Morning,56,588,Romanticism,16,20
19105,Evening Landscape with Two Men,34,588,Romanticism,20,16
19107,Flat Countryside,55,588,Romanticism,24,16
19109,Gazebo in Greifswald,55,588,Romanticism,16,24
19113,Greifswald in Moonlight,55,588,Romanticism,20,16
19125,Moonrise by the Sea,34,588,Romanticism,24,19
19135,"Northern Landscape, Spring",46,588,Romanticism,24,16
19141,On the Sailing Boat,34,588,Romanticism,24,30
19147,Seaside Moonlight,40,588,Romanticism,24,16
19149,Swans in the Reeds at the First Dawn,34,588,Romanticism,20,16
19157,The Cross Beside the Baltic,55,588,Romanticism,16,24
19163,The Life Stages,46,588,Romanticism,20,16
19177,The Tree of Crows,40,588,Romanticism,20,16
19191,Window Looking Over the Park,34,588,Romanticism,16,20
19203,"Afternoon, Yellow Room",63,810,Impressionism,32,32
19225,Hollyhocks,56,810,Impressionism,32,32
19227,In the Boudoir,60,810,Impressionism,30,24
19233,Nude at Rest,35,810,Impressionism,20,16
19235,Nude Seated at Her Dressing Table,66,810,Impressionism,52,64
19243,Summer,35,810,Impressionism,58,45
19245,Sunbath,54,810,Impressionism,36,29
19261,The House in Giverny,56,810,Impressionism,20,16
19273,Woman with a Mirror,35,810,Impressionism,32,32
19279,"A Boy with a Cat, Morning",35,505,Rococo,20,24
19281,A Woman in Blue,34,505,Rococo,24,30
19283,Artist's Daughters with a Cat,47,505,Rococo,20,24
19289,Charles Rousseau Burney,35,505,Rococo,19,24
19293,"Cornard Wood, Near Sudbury, Suffolk",47,505,Rococo,24,20
19295,Cottage Children (The Wood Gatherers),35,505,Rococo,20,24
19299,Dr. Ralph Schomberg,47,505,Rococo,24,36
19305,John Plampin,47,505,Rococo,24,19
19309,"Lady Blackstone, Sarah Clitherow",46,505,Rococo,20,24
19321,Lieutenant Colonel Paul Pechell,35,505,Rococo,20,24
19325,Mr. and Mrs. Andrews,47,505,Rococo,24,16
19329,Mrs. Grace Dalrymple Elliott,35,505,Rococo,20,30
19337,"Portrait of Anne, Countess of Chesterfield",55,505,Rococo,16,24
19341,Portrait of James Christie,55,505,Rococo,20,24
19343,Portrait of Lady Rodney (Anne Harley),67,505,Rococo,20,24
19347,Portrait of Mrs. Richard Brinsley Sheridan,46,505,Rococo,20,30
19351,Rest by the Way,67,505,Rococo,30,20
19355,Seashore with Fishermen,46,505,Rococo,24,20
19361,The Blue Page,46,505,Rococo,20,30
19367,The Painter's Daughter Mary,35,505,Rococo,20,24
19369,"View Near King's Bromley, on Trent, Staffordshire",67,505,Rococo,30,20
19371,Wide English Landscape,46,505,Rococo,24,20
19379,Wooded Upland Landscape,35,505,Rococo,24,20
19411,Black Bashi Bazouk,35,667,Orientalism,19,24
19431,Lion on the Watch,53,667,Orientalism,24,16
19459,Pool in a Harem,34,667,Orientalism,29,36
19461,Portrait of a Roman Woman,53,667,Orientalism,18,24
19463,Portrait of Armand Gerome,46,667,Orientalism,20,24
19467,Public Prayer in the Mosque,35,667,Orientalism,19,24
19473,Saint Vincent De Paul,49,667,Orientalism,29,36
19481,The Carpet Merchant (The Rug Market in Cairo),35,667,Orientalism,19,24
19485,The Cock Fight,49,667,Orientalism,36,24
19497,"The Idylle, Daphnis and Chloe",40,667,Orientalism,24,36
19503,The Runners of the Pasha,35,667,Orientalism,29,36
19511,The Slave Market in Rome,34,667,Orientalism,29,36
19525,Tigress and Her Cubs,35,667,Orientalism,24,20
19529,Two Italian Women with a Child,49,667,Orientalism,24,30
19533,View of Medinet El-Fayoum,46,667,Orientalism,20,13
19627,Mischief and Repose,55,910,Classicism,30,15
19639,Reverie,55,910,Classicism,30,24
19669,The Signal,55,910,Classicism,16,24
19687,Bottle and Fruit Dish,56,630,Cubism,19,24
19697,"Chessboard, Glass, and Dish",67,630,Cubism,24,16
19705,Coffeepot,67,630,Cubism,19,24
19709,Dish of Fruit,67,630,Cubism,24,36
19715,Grapes,30,630,Cubism,24,30
19749,Man in the Café,67,630,Cubism,16,24
19757,Portrait of Madame Josette Gris,50,630,Cubism,16,24
19761,Portrait of Picasso,68,630,Cubism,19,24
19765,Seated Woman,56,630,Cubism,16,24
19769,"Still Life Before an Open Window, Place Ravignan",67,630,Cubism,24,30
19773,Still Life with a Guitar,35,630,Cubism,24,16
19775,Still Life with Checkered Tablecloth,35,630,Cubism,19,24
